url,Community Name,Street Address,City,State,Zip Code,County,School District,Latitude,Longitude,Phone number,Model hours,Website,"Status (Active, Upcoming, Sold Out)",Builder,Avg Lot Size,Community - Open Date,Community - Closed Date,Total Lots,Total Lots Sold,Total Lots - Total Sold,# of Sales per month,HOA Fee,HOA Services,Other Fees (i.e. CDD),Incentive %,Incentive $,Incentive Type,Amenities Available,Exterior Specifications Available,Interior Specifications Available,QMI Model Name,Model Name,# of Garages,QMI # of Garages,# of BR,# of BA,# of 1/2 BA,QMI # of BR,QMI # of BA,QMI # of 1/2 BA,QMI Model # of Floor,Foundation Type,# of Floors,Product Type,QMI Model SQFT,Minimum SQFT,Maximum SQFT,QMI Model Price,Minimum Base Price (Current),Maximum Price,QMI Availability Date,QMI Lot SQFT,QMI Incentive %,QMI Incentive $,QMI Incentive Type,QMI Interior/Exterior Attributes,Plan Features,Interior Specifications Descriptions,Overall Description of the Community,Plan Description,Attributes/Features,First Floor Master (Y/N),Plan Garage Entry (Front load),Garages (Y/N),Adult Community (Y/N),Previous Price,Last Updated
https://www.epconcommunities.com/find-your-home/communities/wisconsin/appleton--green-bay/winnebago/menasha/woodland-lakes-cottages/quick-move-in-homes/907-black-swan-drive-251,Woodland Lakes Cottages,"907 Black Swan Drive, Menasha, WI 54952",Menasha,WI,54952,Winnebago County,,44.2131,-88.3749,920-520-2197,Mon-Fri: 10am-4pm | Sat-Sun: 10am-4pm,https://www.epconcommunities.com,contract_pending,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Capri II,Capri II,3,3,2,2,0,2,2,0,1,,1,SFD,1615,1615,,599900,599900,,2025-12-30,,,,,Courtyard: rear | Attachment: attached | Garage detached: no | Dining areas: 1 | Bonus suite: N | HERS: 0,,,"Woodland Lakes Cottages in perfectly located for your active adult lifestyle in Wisconsin. We are close to everything you may want to experience in this beautiful state. You will feel like you are on a permanent vacation yet so close to your lock and leave maintenance free home. Still maybe close by extended family and friends in possibly Milwaukee, Chicago and Madison and points beyond. Downtown Menasha-5 minutes Downtown Appleton-7 minutes Downtown Neenah 7 minutes Oshkosh area-15 minutes Green Bay area-20 minutes We are in the center of a inland water wonderland where fishing and every type of boating and water sports imaginable is available Lake Winnebago-1 minute away Fox River system-10 minutes away Wolf River system-15 minutes away Lake Michigan-45 minutes Lake Butte des Morts-15 minutes Lake Poygan-30 minutes You want spectator sports...we got it ! The Green Bay Packers and Lambeau Field…..it doesn't get better Milwaukee Bucks Wisconsin Timber Rattlers Wisconsin Badgers Music and Culture…we are on it ! Appleton Performing Arts Center Oshkosh Grand Theatre Want to get away quickly……….we have multiple airports close by Appleton Intl Airport-10 minutes away (all major airlines) Green Bay Intl Airport-30 minutes away (all major airlines) Milwaukee Mitchell Intl-1.5 hours (all major airlines) Chicago O'Hare=2.5 hours Right on your own Woodland Lakes property ! Clubhouse to mingle and entertain Resort style swimming pool Pickle ball courts Sailing Kayaking Canoeing Lake Beach Hiking Community Garden LET WOODLAND LAKES COTTAGES BE YOUR UP NORTH GETAWAY WITHOUT LEAVING HOME!","The Capri is the perfect fusion of luxurious design and modern functionality built with you in mind. Complete with multiple large bedrooms and flexible living rooms the Capri allows you to live your lifestyle without limits. Choose the outdoor space that fits your needs to enjoy your private courtyard Host guests in an extra room, split from the Owner's suite for additional privacy Cook in style in the gourmet kitchen with an open view to the Great Room Regardless of the extra amenities you choose, the Capri is a true single-level, open architecture home that makes efficient use of space and channels natural light. Thanks to its flexibility and elegance, the Capri is the perfect fit for all personalities and lifestyles. COMING SOON!",,Y,Front,Y,,,2026-04-15T17:56:50.983Z
https://www.epconcommunities.com/find-your-home/communities/ohio/columbus/delaware/powell/the-courtyards-of-hyatts-village/quick-move-in-homes/3241-natal-lane-52,The Courtyards of Hyatts Village,"3241 Natal Lane, Powell, OH 43065",Powell,OH,43065,Delaware County,,40.2186,-83.1007,740-640-6905,Mon: 11:30am-6pm | Tue-Sat: 10am-6pm | Sun: 12pm-6pm,https://www.epconcommunities.com,available,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Palazzo,Palazzo,2.5,2.5,2,2,0,2,2,0,1,,1,SFD,1826,1826,,595155,595155,,2026-07-29,,,,,Courtyard: side | Attachment: detached | Garage detached: not_applicable | Dining areas: 1 | Bonus suite: N | HERS: 0,,,"Phase II Now Selling! Welcome to The Courtyards of Hyatts Village, a boutique community in Liberty Township designed for those seeking a low-maintenance lifestyle, allowing you to bid farewell to the hassles of yard work. Our luxury ranch homes are thoughtfully crafted to provide abundant natural light, featuring single-level living and private, outdoor courtyards that create a tranquil and private oasis. Abundant Natural Light : Our homes are designed to maximize natural light, creating a warm and inviting atmosphere. Single-Level Living : Enjoy the convenience of single-level living, ensuring that every aspect of your home is easily accessible. Private Courtyard Homes : Experience the serenity of private, outdoor courtyards, perfect for relaxation. Community Amenities : Our community will boast an array of amenities, including a clubhouse, fitness center, pool, pickleball and bocce courts, providing endless opportunities for recreation and social gatherings. With easy access to excellent shopping, dining, and entertainment options in downtown Powell, local golf courses, and nearby parks, our location offers convenience and leisure. Plus, with easy access to Dublin, Delaware and Lewis Center, you're just moments away from wherever you need to go. Discover a vibrant, welcoming community that balances convenience, tranquility, and social connection.","Looking for a home that offers a comfortable and luxurious living experience? Look no further than the Palazzo! This welcoming and vibrant home is filled with natural light and offers adaptable living spaces that cater to your needs. Here are some of the features that make the Palazzo stand out: A multipurpose sunroom where you can relax and enjoy the beautiful natural surroundings An upstairs bonus suite with an optional kitchenette or wet bar, perfect for hosting guests An optional gourmet kitchen designed to accommodate double ovens, making cooking a breeze The Palazzo's flexibility and modern comforts make it a perfect fit for all personalities and lifestyles. Welcome to the Palazzo– where timeless elegance meets modern functionality.",,Y,Front,Y,,,2026-04-17T18:08:03.149Z
https://www.epconcommunities.com/find-your-home/communities/ohio/columbus/delaware/powell/the-courtyards-of-hyatts-village/quick-move-in-homes/3229-natal-lane-51,The Courtyards of Hyatts Village,"3229 Natal Lane, Powell, OH 43065",Powell,OH,43065,Delaware County,,40.2186,-83.1005,740-640-6905,Mon: 11:30am-6pm | Tue-Sat: 10am-6pm | Sun: 12pm-6pm,https://www.epconcommunities.com,sold,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Portico,Portico,2.5,2.5,2,2,0,2,2,0,1,,1,SFD,1894,1894,,615205,615205,,2026-03-25,,,,,Courtyard: side | Attachment: detached | Garage detached: not_applicable | Dining areas: 1 | Bonus suite: N | HERS: 0,,,"Phase II Now Selling! Welcome to The Courtyards of Hyatts Village, a boutique community in Liberty Township designed for those seeking a low-maintenance lifestyle, allowing you to bid farewell to the hassles of yard work. Our luxury ranch homes are thoughtfully crafted to provide abundant natural light, featuring single-level living and private, outdoor courtyards that create a tranquil and private oasis. Abundant Natural Light : Our homes are designed to maximize natural light, creating a warm and inviting atmosphere. Single-Level Living : Enjoy the convenience of single-level living, ensuring that every aspect of your home is easily accessible. Private Courtyard Homes : Experience the serenity of private, outdoor courtyards, perfect for relaxation. Community Amenities : Our community will boast an array of amenities, including a clubhouse, fitness center, pool, pickleball and bocce courts, providing endless opportunities for recreation and social gatherings. With easy access to excellent shopping, dining, and entertainment options in downtown Powell, local golf courses, and nearby parks, our location offers convenience and leisure. Plus, with easy access to Dublin, Delaware and Lewis Center, you're just moments away from wherever you need to go. Discover a vibrant, welcoming community that balances convenience, tranquility, and social connection.","Looking for a luxurious yet practical home that caters to your lifestyle needs? The Portico is the perfect choice for you. This single-level home features a functional yet elegant design emphasizing manageability and convenience. Here are some of the highlights of the Portico: A grand entrance that leads to an efficient, open layout Luxurious amenities, such as an optional gourmet kitchen and a private den Spacious owner's suite with a beautiful bathroom and ample storage space Convenient features include a centrally located laundry room and a flexible bonus suite that can serve as a guest room The Portico offers an unmatched blend of luxury and comfort. It's a home designed to make your life easier and more enjoyable. The Portico is a stunning freestanding home designed for today's casual lifestyle.",,Y,Front,Y,,,2026-03-28T23:17:49.545Z
https://www.epconcommunities.com/find-your-home/communities/ohio/columbus/delaware/dublin/the-courtyards-on-concord/quick-move-in-homes/7620-hazy-gate-lane-53,The Courtyards on Concord,"7620 Hazy Gate Lane, Dublin, OH 43017",Dublin,OH,43017,Delaware County,,40.1572,-83.1559,740-306-4599,Mon: 11:30am-6pm | Tue-Sat: 10am-6pm | Sun: 12pm-6pm,https://www.epconcommunities.com,available,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Torino,Torino,2.5,2.5,2,2,0,2,2,0,1,,1,SFD,2135,2135,,805510,805510,,2026-06-07,,,,,Courtyard: rear | Attachment: detached | Garage detached: not_applicable | Dining areas: 1 | Bonus suite: N | HERS: 0,,,"NOW SELLING ON SITE! Welcome to The Courtyards on Concord, an intimate enclave set in the heart of Concord Township - where timeless design and effortless living come together in perfect balance. This boutique community features thoughtfully crafted luxury ranch homes, distinguished by first-floor owner’s suites, light-filled interiors, and open, flowing floorplans designed for both comfort and sophistication. Refined Single-Level Living Embrace the ease of single-level living, where every essential space is seamlessly integrated for both convenience and elegance - eliminating the need for stairs while enhancing everyday livability. Private Courtyard Retreats Each home is centered around a secluded private, garden courtyard - an inviting outdoor sanctuary that extends your living space and offers the perfect setting for quiet moments, elegant entertaining, or simply enjoying the beauty of your surroundings. A Truly Effortless Lifestyle Here, low-maintenance living means more time for what matters most. With most landscaping included, your time is free to be spent exactly as you wish - pursuing passions, connecting with neighbors, or simply savoring the moment. At The Courtyards on Concord, every detail has been intentionally curated to enhance your daily experience. Enjoy a collection of resort-inspired amenities, including a beautifully appointed clubhouse, fitness center, pool, pickleball courts and a community garden. Live well every day at The Courtyards on Concord.","Introducing the Torino, a versatile home designed to fit your personal style. This luxury home boasts ample space for oversized furniture and a large dining area, making it perfect for hosting large gatherings with ease and comfort. The home offers a perfect blend of entertainment and privacy, and is an ideal choice for those who value both. Experience a luxurious owner's suite that’s a haven of comfort and convenience Enjoy an oasis with a tranquil private courtyard, providing the perfect peaceful retreat right at your doorstep Cook in the kitchen at the heart of the home, perfect for a quiet dinner or a big gathering For added flexibility, the Torino offers an optional bonus suite. Perfect for accommodating visiting guests or serving as a private office, it adapts to your needs. If you believe that home is where the heart is, then the Torino warmly invites you to make it your own. The Torino is an incredible, expansive home with features built to your exact specifications.",,Y,Front,Y,,,2026-04-16T14:18:39.295Z
https://www.epconcommunities.com/find-your-home/communities/ohio/columbus/delaware/dublin/the-courtyards-on-concord/quick-move-in-homes/7499-hazy-gate-lane-2,The Courtyards on Concord,"7499 Hazy Gate Lane, Dublin, OH 43017",Dublin,OH,43017,Delaware County,,40.1572,-83.1559,740-306-4599,Mon: 11:30am-6pm | Tue-Sat: 10am-6pm | Sun: 12pm-6pm,https://www.epconcommunities.com,available,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Promenade,Promenade,2.5,2.5,3,3,0,3,3,0,2,,2,SFD,2961,2961,,857810,857810,,2026-06-12,,,,,Courtyard: side | Attachment: detached | Garage detached: not_applicable | Dining areas: 1 | Bonus suite: Y | HERS: 0,,,"NOW SELLING ON SITE! Welcome to The Courtyards on Concord, an intimate enclave set in the heart of Concord Township - where timeless design and effortless living come together in perfect balance. This boutique community features thoughtfully crafted luxury ranch homes, distinguished by first-floor owner’s suites, light-filled interiors, and open, flowing floorplans designed for both comfort and sophistication. Refined Single-Level Living Embrace the ease of single-level living, where every essential space is seamlessly integrated for both convenience and elegance - eliminating the need for stairs while enhancing everyday livability. Private Courtyard Retreats Each home is centered around a secluded private, garden courtyard - an inviting outdoor sanctuary that extends your living space and offers the perfect setting for quiet moments, elegant entertaining, or simply enjoying the beauty of your surroundings. A Truly Effortless Lifestyle Here, low-maintenance living means more time for what matters most. With most landscaping included, your time is free to be spent exactly as you wish - pursuing passions, connecting with neighbors, or simply savoring the moment. At The Courtyards on Concord, every detail has been intentionally curated to enhance your daily experience. Enjoy a collection of resort-inspired amenities, including a beautifully appointed clubhouse, fitness center, pool, pickleball courts and a community garden. Live well every day at The Courtyards on Concord.","Looking for a spacious home that can comfortably accommodate your oversized furniture and host your family and friends? The Promenade is the ideal option - This expertly designed house offers ample space for all your needs, along with a range of features to help you relax and recharge. Here are some of the highlights: Optional deluxe kitchen with center island and walk-in pantry Secluded den and private courtyard for peaceful moments Spacious owner's suite and bath for ultimate relaxation Mudroom with additional storage space for easy organization For those who believe that the home is where the heart is, look no further than the Promenade. Come see it for yourself and experience the best of modern living. The Promenade is an elegant, open home with plenty of room for you.",,Y,Front,Y,,,2026-04-16T14:17:56.703Z
https://www.epconcommunities.com/find-your-home/communities/ohio/cleveland/lorain/sheffield-village/magnolia-meadows/quick-move-in-homes/5302-charlottes-way-sl33,Magnolia Meadows,"5302 Charlotte's Way, Sheffield Village, OH 44035",Sheffield Village,OH,44035,Lorain County,,41.4288,-82.0699,440-557-4300,Monday-Sunday: 9am-5pm,https://www.epconcommunities.com,available,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Promenade,Promenade,2,2,2,2,0,2,2,0,1,,1,SFD,2053,2053,,648000,648000,,2025-09-30,,,,,Courtyard: side | Attachment: attached | Garage detached: not_applicable | Dining areas: 2 | Bonus suite: N | HERS: 0,,,"Are you ready for a lifestyle of more leisure and less work? Look no further than Magnolia Meadows! Close to major highways (I-90 and Route 80) and all of the daily amenities you need to make your lifestyle even more convenient and fulfilled. Major shopping, restaurants and parks close by. A short drive away from the shores of Lake Erie. Close by the surrounding cities of Avon, Avon Lake, Westlake, Rocky River and Bay Village. Built on a prime piece of real estate in Sheffield Village, you get all of the modern amenities just minutes away but the feel of an oasis with a beautiful pond and wetlands surrounding the property. Enjoy your downtime working out in our fitness center in the beautiful clubhouse, relaxing by the pool, playing pickleball or bocce ball and socializing with your neighbors, rather than worrying about lawn care or shoveling snow. Enjoy your own private outdoor space in your beautiful courtyard or take part in activities in your neighborhood clubhouse . If you are a 55+ active adult looking for single-floor living, luxury kitchens, open floor plans great for entertaining and a light-filled, well-planned home then this is the community for you. Some basement homes with walk-outs and bonus suites available. We have fully furnished Promenade and Portico models ready to tour. Let us put you in the home of your dreams now. Why wait. You deserve the best. Our clubhouse is almost complete and we are in the process of building out the community. Come in and see which lots are still available and choose your favorite floor plan.","To make way for our next Magnolia Meadows model opening after the new year, we’re offering a special price on this beautifully appointed model home—now $648,000, reduced from $698,000. This $50,000 adjustment reflects our transition to a new model and presents a limited opportunity to own this exceptional residence. Welcome to this highly upgraded , maintenance-free ranch home in Magnolia Meadows, a premier 55+ active adult Epcon community. Thoughtfully designed and filled with natural light, this open-concept home offers effortless living with refined finishes throughout. The gourmet kitchen features premium cabinetry, a large center island, stainless steel appliances, and ample space for gathering and entertaining. The adjacent living and dining areas flow seamlessly to a private outdoor space—perfect for morning coffee, relaxing evenings, or hosting friends and family. The spacious primary suite provides a peaceful retreat with a well-appointed spa bath, walk-in closet, and designer details. Additional bedrooms and flexible living spaces allow for guests, hobbies, or a home office/conversation lounge. Every detail in this model reflects Perrino’s commitment to quality craftsmanship and timeless design. Residents of Magnolia Meadows enjoy a vibrant, low-maintenance lifestyle with access to a clubhouse, fitness center, outdoor pool, pickleball and bocce courts —all with lawn care and snow removal included. This price adjustment is solely to accommodate our upcoming model opening and offers a rare opportunity to own an upgraded home at an exceptional value. The Promenade is an elegant, open home with plenty of room for you.",,Y,Front,Y,,,2025-12-19T20:29:00.289Z
https://www.epconcommunities.com/find-your-home/communities/ohio/akron--canton/stark/north-canton/the-courtyards-at-new-seasons/quick-move-in-homes/4328-evergreen-court-52,The Courtyards at New Seasons,"4328 Evergreen Court, North Canton, OH 44720",North Canton,OH,44720,Stark County,,40.9430,-81.4620,330-325-4535,MON-WEDS 12PM - 5PM | THURS & FRI- By Appointment Only | SAT 12PM - 5PM | SUN 1PM - 5PM,https://www.epconcommunities.com,contract_pending,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Promenade,Promenade,2,2,3,2,0,3,2,0,1,,1,SFD,2185,2185,,609900,609900,,2026-01-28,,,,,Courtyard: rear | Attachment: attached | Garage detached: not_applicable | Dining areas: 0 | Bonus suite: N | HERS: 0,,,"Final Home Now Selling! Life changes, and so should your home! Over 50 families have chosen The Courtyards At New Seasons , a vibrant Active Adult Community in Green, Ohio , as their ideal home. This is your final opportunity to build the perfect Ranch-Style Home , tailored to your lifestyle. Tired of mowing the lawn or shoveling snow? Our Low-Maintenance, Lock-And-Leave Lifestyle lets you focus on what matters most. Enjoy the state-of-the-art Community Clubhouse , a sparkling Pool , Walking Paths , and a modern Exercise Room . Or relax with a peaceful stroll along the Tree-Lined Sidewalks . Each home boasts a Private Outdoor Courtyard —a personal retreat just steps away. With Open-Concept Layouts , custom Amish Cabinetry , Zero-Entry Doors , and ample Natural Light , every detail enhances your living experience. Now is your chance to be part of this exceptional Active Adult Community in Green. Don’t miss out on the opportunity to join neighbors who are already enjoying the best of single-level living. Whether you're downsizing, rightsizing, or starting fresh, The Courtyards at New Seasons is the perfect place to call home. Act Now to join this exceptional community —only 1 homesite remains! Call 330-325-4535 today to schedule your visit and start your next chapter at The Courtyards At New Seasons .","Discover an exceptional opportunity to own a brand-new Charis-Epcon model home at The Courtyards at New Seasons in Green . The popular Promenade floor plan is better than ever, now featuring a stunning deluxe owner’s suite designed for comfort, convenience, and everyday luxury. This private retreat includes a zero-entry tile shower and dual walk-in closets , creating a spacious and accessible sanctuary you’ll love coming home to. Enjoy the ease of single-level living with a thoughtfully designed layout that offers everything you need and nothing you don’t—all on one floor. Located in one of Green’s premier low-maintenance active adult communities , The Courtyards at New Seasons offers amenities that make daily living feel effortless, including lawn care, snow removal, a clubhouse, a pool, and more . Whether you are searching for a new construction home in Green , a beautifully designed move-in-ready model home , or a lifestyle centered around comfort, connection, and convenience, this home is a must-see. Prefer to personalize your space? There are still two homesites available where you can build your dream home . Don’t miss your chance to be part of this welcoming community— schedule your private one-on-one consultation today . Final Opportunity to Live at New Seasons!","Community Features Low-Maintenance, Lock-And-Leave Lifestyle – Say goodbye to mowing lawns and shoveling snow. Community Clubhouse – Perfect for socializing and connecting with neighbors. Sparkling Pool – Relax and unwind by the water. Walking Paths – Enjoy scenic strolls throughout the community. Modern Exercise Room – Stay active and healthy with on-site fitness facilities. Tree-Lined Sidewalks – Ideal for peaceful walks close to home. Private Outdoor Courtyards – Personal retreats just steps from your door. EPA ENERGY STAR® and Indoor airPLUS Certified Homes – Built for energy efficiency and healthier indoor air quality. Diverse Home Designs – Choose from a variety of single-family home plans, including the Palazzo, Portico, Promenade III, Capri, Torino, and Rockaway, each offering 2-3 bedrooms, 2-3 bathrooms, and ranging from 1,402 to 2,931 square feet.",Y,Front,Y,,,2026-05-04T19:42:47.490Z
https://www.epconcommunities.com/find-your-home/communities/ohio/akron--canton/medina/medina/the-retreat-at-cobblestone/quick-move-in-homes/6465-buckeye-lane-5,The Retreat at Cobblestone,"6465 Buckeye Lane, Medina, OH 44256",Medina,OH,44256,Medina County,,41.0986,-81.8630,234-405-3650,Sun-Wed: 10am-5pm | Thu-Fri: Call for Appointment | Sat: 10am-5pm,https://www.epconcommunities.com,available,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Torino,Torino,2.5,2.5,2,2,0,2,2,0,1,,1,SFD,1888,1888,,699000,699000,,2026-04-30,,,,,Courtyard: rear | Attachment: attached | Garage detached: not_applicable | Dining areas: 0 | Bonus suite: N | HERS: 0,,,"Located just minutes from the charm of Medina Square, The Retreat at Cobblestone is poised to become a standout in active-adult living for Northeast Ohio. This thoughtfully designed neighborhood brings together serene natural spaces, low-maintenance luxury homes, and a genuine sense of community.","Introducing the Torino, a versatile home designed to fit your personal style. This luxury home boasts ample space for oversized furniture and a large dining area, making it perfect for hosting large gatherings with ease and comfort. The home offers a perfect blend of entertainment and privacy, and is an ideal choice for those who value both. Experience a luxurious owner's suite that’s a haven of comfort and convenience Enjoy an oasis with a tranquil private courtyard, providing the perfect peaceful retreat right at your doorstep Cook in the kitchen at the heart of the home, perfect for a quiet dinner or a big gathering For added flexibility, the Torino offers an optional bonus suite. Perfect for accommodating visiting guests or serving as a private office, it adapts to your needs. If you believe that home is where the heart is, then the Torino warmly invites you to make it your own. Please note: photos shown are of a similar home. Colors, options, and selections may vary. The Torino is an incredible, expansive home with features built to your exact specifications.",,Y,Front,Y,,,2026-03-31T15:52:28.275Z
https://www.epconcommunities.com/find-your-home/communities/north-dakota/fargo/cass/horace/the-ranch-at-sunset-valley-by-heritage-homes/quick-move-in-homes/6532-sun-valley-blvd-14,The Ranch at SunSet Valley by Heritage Homes,"6532 Sun Valley Blvd, Horace, ND 58047",Horace,ND,58047,Cass County,,46.7589,-96.9037,701-401-7795,Mon-Thu: 12-5pm | Fri-Sat: VIP Appointment | Sun: 1-4:30pm,https://www.epconcommunities.com,available,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Palazzo,Palazzo,2,2,2,2,0,2,2,0,1,,1,SFD,1805,1805,,769900,769900,,2026-08-31,,,,,Courtyard: side | Attachment: attached | Garage detached: not_applicable | Dining areas: 0 | Bonus suite: N | HERS: 0,,,"This boutique community will feature homesites, popular among 55+ adults, who take pleasure in main level living, low maintenance exterior and with the ability to enjoy their new lock and leave lifestyle. These homeowners relish in the idea of rightsizing without having to give up the areas they love most. Our beautiful home plans feature open, light-filled spaces designed for comfort and flexibility. A courtyard forms the centerpiece of your home, allowing you access to a quiet, peaceful, private oasis just steps from anywhere in your home. Whether you are gathering with your new neighbors in the fitness center, relaxing by the pool, eating in the chef's style kitchen or looking for a competitive game on the pickleball courts, our state-of-the-art clubhouse features it all! Lawn and snow maintenance is all taken care of so you can enjoy life lived your way! This community will boast incredible landscaping throughout, wide lit trails, plenty of benches to sit and read a book, and areas to socialize and enjoy your neighbors. Truly a one-of-a-kind development that our community deserves. Welcome to The Ranch at SunSet Valley the perfect place to call home! Connect with our team to learn about a variety of our homesites that include under $15,000 in special assessments!","Looking for a home that offers a comfortable and luxurious living experience? Look no further than the Palazzo! This welcoming and vibrant home is filled with natural light and offers adaptable living spaces that cater to your needs. Here are some of the features that make the Palazzo stand out: A multipurpose sunroom where you can relax and enjoy the beautiful natural surroundings. An upper level bonus suite with an optional kitchenette or wet bar, perfect for hosting guests. A gourmet kitchen designed to accommodate double ovens, making cooking a breeze. The Palazzo's flexibility and modern comforts make it a perfect fit for all personalities and lifestyles. *Photos and virtual tour are from previously built model home by Heritage Homes. Welcome to the Palazzo– where timeless elegance meets modern functionality.",,Y,Front,Y,,,2026-03-30T18:15:20.145Z
https://www.epconcommunities.com/find-your-home/communities/north-dakota/fargo/cass/horace/the-ranch-at-sunset-valley-by-heritage-homes/quick-move-in-homes/6448-sun-valley-blvd-36,The Ranch at SunSet Valley by Heritage Homes,"6448 Sun Valley Blvd, Horace, ND 58047",Horace,ND,58047,Cass County,,46.7589,-96.9037,701-401-7795,Mon-Thu: 12-5pm | Fri-Sat: VIP Appointment | Sun: 1-4:30pm,https://www.epconcommunities.com,available,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Torino,Torino,2,2,3,3,0,3,3,0,1,,1,SFD,2956,2956,,929900,929900,,2026-08-31,,,,,Courtyard: rear | Attachment: attached | Garage detached: not_applicable | Dining areas: 0 | Bonus suite: Y | HERS: 0,,,"This boutique community will feature homesites, popular among 55+ adults, who take pleasure in main level living, low maintenance exterior and with the ability to enjoy their new lock and leave lifestyle. These homeowners relish in the idea of rightsizing without having to give up the areas they love most. Our beautiful home plans feature open, light-filled spaces designed for comfort and flexibility. A courtyard forms the centerpiece of your home, allowing you access to a quiet, peaceful, private oasis just steps from anywhere in your home. Whether you are gathering with your new neighbors in the fitness center, relaxing by the pool, eating in the chef's style kitchen or looking for a competitive game on the pickleball courts, our state-of-the-art clubhouse features it all! Lawn and snow maintenance is all taken care of so you can enjoy life lived your way! This community will boast incredible landscaping throughout, wide lit trails, plenty of benches to sit and read a book, and areas to socialize and enjoy your neighbors. Truly a one-of-a-kind development that our community deserves. Welcome to The Ranch at SunSet Valley the perfect place to call home! Connect with our team to learn about a variety of our homesites that include under $15,000 in special assessments!","Introducing the Torino, a versatile home designed to fit your personal style. This luxury home boasts ample space for oversized furniture and a large dining area, making it perfect for hosting large gatherings with ease and comfort. The home offers a perfect blend of entertainment and privacy, and is an ideal choice for those who value both. Experience a luxurious owner's suite that’s a haven of comfort and convenience. Enjoy an oasis with a tranquil private courtyard, providing the perfect peaceful retreat right at your doorstep. Cook in the kitchen at the heart of the home, perfect for a quiet dinner or a big gathering. For added flexibility, the Torino offers an optional upper level bonus suite. Perfect for accommodating visiting guests or serving as a private office, it adapts to your needs. If you believe that home is where the heart is, then the Torino warmly invites you to make it your own. *Photos and virtual tour are from previously built model home by Heritage Homes. The Torino is an incredible, expansive home with features built to your exact specifications.",,Y,Front,Y,,,2026-03-30T18:08:38.332Z
https://www.epconcommunities.com/find-your-home/communities/north-carolina/raleighdurham/lee/sanford/the-cottages-at-78-north/quick-move-in-homes/216-speyburn-street-172,The Cottages at 78 North,"216 Speyburn Street, Sanford, NC 27330",Sanford,NC,27330,Lee County,,35.4540,-79.1652,252-582-5452,Tour by appointment,https://www.epconcommunities.com,available,Epcon Communities,,,,,,,,,,,,,,,Y,Y,Portico Craftsman,Portico Craftsman,2,2,2,2,0,2,2,0,1,,1,SFD,1780,1780,,399990,399990,,2026-05-30,,,,,Garage detached: not_applicable | Dining areas: 1 | Bonus suite: N | HERS: 0,,,"New Model available for Touring! The Cottages at 78 North is the newest Epcon community located in Sanford, NC. It features 59 home sites and award-winning Epcon floor plans that are now available for presale! You will have the opportunity to personalize your homes' interior design features by visiting The McKee Home Studio and working with our talented design consultant. The Cottages offers: Award-winning Epcon floor plans Open concept living Low-maintenance lifestyle Easy accessibility with minimal steps and wide doorways Sanford, NC Features: Historic Downtown Sanford Vibrant community Amazing green spaces and parks Tobacco Road Golf Club Easy access to major cities (Raleigh, Durham and Fayetteville) short drive to Central Carolina Hospital (a Duke LifePoint Hospital)","McKee Homes introduces the two-bedroom, two-bath Portico Craftsman cottage-style floor plan. The open-living layout with wide interior doorways, minimal steps between indoor and outdoor spaces and sweeping patio and courtyard is made for entertaining or as a private retreat. Family and friends can enjoy each other’s company regardless of where they are in the home. The state-of-the-art kitchen with massive, chef-style island is the core of this home, adjoining the cozy living room with gas-log fireplace to the dining area, den/flex room, and owner’s suite. The owner’s suite is a little slice of heaven located at the end of the expansive main living area. Enjoy the private, peaceful back patio accessible from the owner’s bedroom, a spa-like bath with double sinks, cultured marble countertops, beautiful garden tub, and roomy walk-in closets. A large laundry room with optional sink and cabinets, two double-door closets and a mudroom area with shiplap and hooks between the garage and main living area adds versatility and plenty of storage right where you need it. The Craftsman elevation features a façade that blends stone, siding and uniquely-styled roof lines to create an upscale, tailored exterior. Options include a sitting room off owner’s bedroom, a walk-in L-shaped shower, deluxe kitchen and screened patio. McKee Homes introduces the two-bedroom, two-bath Portico Craftsman cottage-style floor plan.",,Y,Front,Y,,,2026-03-25T17:20:49.330Z
